# post2-lite aero table v1
# reference_area_m2,10.1788
mach,alpha_deg,cd,cl
1.100000,15.000000,0.536330,1.062666
1.100000,20.000000,0.845545,1.612582
1.200000,0.000000,0.257222,0.000000
1.200000,2.000000,0.259922,0.072826
1.200000,4.000000,0.269675,0.169099
1.200000,6.000000,0.288888,0.287802
1.200000,8.000000,0.319852,0.427645
1.200000,10.000000,0.364707,0.587073
1.200000,15.000000,0.550051,1.058989
1.200000,20.000000,0.858894,1.607724
1.300000,0.000000,0.217798,0.000000
1.300000,2.000000,0.220521,0.074202
1.300000,4.000000,0.230346,0.171849
1.300000,6.000000,0.249680,0.291923
1.300000,8.000000,0.280811,0.433132
1.300000,10.000000,0.325881,0.593919
1.300000,15.000000,0.511970,1.069193
1.300000,20.000000,0.821847,1.621208
1.500000,0.000000,0.175812,0.000000
1.500000,2.000000,0.178562,0.075667
1.500000,4.000000,0.188463,0.174778
1.500000,6.000000,0.207924,0.296312
1.500000,8.000000,0.239234,0.438975
1.500000,10.000000,0.284534,0.601209
1.500000,15.000000,0.471415,1.080060
1.500000,20.000000,0.782393,1.635568
1.750000,0.000000,0.147354,0.000000
1.750000,2.000000,0.150121,0.076660
1.750000,4.000000,0.160075,0.176763
1.750000,6.000000,0.179622,0.299287
1.750000,8.000000,0.211053,0.442935
1.750000,10.000000,0.256508,0.606151
1.750000,15.000000,0.443927,1.087425
1.750000,20.000000,0.755652,1.645301
2.000000,0.000000,0.129126,0.000000
2.000000,2.000000,0.131904,0.077296
2.000000,4.000000,0.141891,0.178034
2.000000,6.000000,0.161494,0.301192
2.000000,8.000000,0.193002,0.445472
2.000000,10.000000,0.238557,0.609316
2.000000,15.000000,0.426320,1.092143
2.000000,20.000000,0.738523,1.651535
2.500000,0.000000,0.105727,0.000000
2.500000,2.000000,0.108520,0.078113
2.500000,4.000000,0.118549,0.179666
2.500000,6.000000,0.138223,0.303638
2.500000,8.000000,0.169831,0.448729
2.500000,10.000000,0.215514,0.613380
2.500000,15.000000,0.403719,1.098199
2.500000,20.000000,0.716535,1.659538
3.000000,0.000000,0.090635,0.000000
3.000000,2.000000,0.093437,0.078640
3.000000,4.000000,0.103494,0.180719
3.000000,6.000000,0.123214,0.305215
3.000000,8.000000,0.154886,0.450829
3.000000,10.000000,0.200651,0.616000
3.000000,15.000000,0.389141,1.102105
3.000000,20.000000,0.702353,1.664700
3.500000,0.000000,0.080334,0.000000
3.500000,2.000000,0.083142,0.078999
3.500000,4.000000,0.093218,0.181438
3.500000,6.000000,0.112969,0.306292
3.500000,8.000000,0.144685,0.452263
3.500000,10.000000,0.190507,0.617789
3.500000,15.000000,0.379191,1.104771
3.500000,20.000000,0.692674,1.668223
4.000000,0.000000,0.072598,0.000000
4.000000,2.000000,0.075410,0.079269
4.000000,4.000000,0.085500,0.181977
4.000000,6.000000,0.105275,0.307101
4.000000,8.000000,0.137024,0.453339
4.000000,10.000000,0.182887,0.619132
4.000000,15.000000,0.371718,1.106774
4.000000,20.000000,0.685403,1.670869
5.000000,0.000000,0.061145,0.000000
5.000000,2.000000,0.063964,0.079669
5.000000,4.000000,0.074075,0.182776
5.000000,6.000000,0.093885,0.308298
5.000000,8.000000,0.125683,0.454933
5.000000,10.000000,0.171609,0.621121
5.000000,15.000000,0.360655,1.109738
5.000000,20.000000,0.674641,1.674786
6.000000,0.000000,0.054421,0.000000
6.000000,2.000000,0.057244,0.079903
6.000000,4.000000,0.067368,0.183245
6.000000,6.000000,0.087198,0.309001
6.000000,8.000000,0.119024,0.455869
6.000000,10.000000,0.164987,0.622289
6.000000,15.000000,0.354160,1.111478
6.000000,20.000000,0.668323,1.677086
8.000000,0.000000,0.044042,0.000000
8.000000,2.000000,0.046871,0.080266
8.000000,4.000000,0.057014,0.183969
8.000000,6.000000,0.076875,0.310086
8.000000,8.000000,0.108746,0.457314
8.000000,10.000000,0.154765,0.624091
8.000000,15.000000,0.344135,1.114164
8.000000,20.000000,0.658570,1.680636
