# post2-lite aero table v1
# reference_area_m2,21.2372
mach,alpha_deg,cd,cl
0.900000,15.000000,0.400922,0.906619
0.900000,20.000000,0.615871,1.245888
0.950000,0.000000,0.207907,0.000000
0.950000,2.000000,0.211427,0.097155
0.950000,4.000000,0.222614,0.203049
0.950000,6.000000,0.242337,0.316678
0.950000,8.000000,0.271358,0.436938
0.950000,10.000000,0.310324,0.562642
0.950000,15.000000,0.454335,0.892308
0.950000,20.000000,0.667833,1.226975
1.000000,0.000000,0.256397,0.000000
1.000000,2.000000,0.258844,0.065585
1.000000,4.000000,0.266824,0.140167
1.000000,6.000000,0.281247,0.222993
1.000000,8.000000,0.302935,0.313209
1.000000,10.000000,0.332623,0.409868
1.000000,15.000000,0.445711,0.672773
1.000000,20.000000,0.619178,0.951524
1.050000,0.000000,0.296180,0.000000
1.050000,2.000000,0.298602,0.064197
1.050000,4.000000,0.306510,0.137391
1.050000,6.000000,0.320811,0.218834
1.050000,8.000000,0.342331,0.307672
1.050000,10.000000,0.371801,0.402960
1.050000,15.000000,0.484138,0.662477
1.050000,20.000000,0.656562,0.937917
1.100000,0.000000,0.325771,0.000000
1.100000,2.000000,0.328175,0.063164
1.100000,4.000000,0.336030,0.135327
1.100000,6.000000,0.350241,0.215741
1.100000,8.000000,0.371634,0.303554
1.100000,10.000000,0.400943,0.397822
1.100000,15.000000,0.512721,0.654818
1.100000,20.000000,0.684369,0.927796
1.200000,0.000000,0.350282,0.000000
1.200000,2.000000,0.352672,0.062308
1.200000,4.000000,0.360481,0.133617
1.200000,6.000000,0.374618,0.213179
1.200000,8.000000,0.395907,0.300143
1.200000,10.000000,0.425082,0.393565
1.200000,15.000000,0.536397,0.648474
1.200000,20.000000,0.707401,0.919413
1.300000,0.000000,0.284879,0.000000
1.300000,2.000000,0.287308,0.064591
1.300000,4.000000,0.295237,0.138180
1.300000,6.000000,0.309573,0.220015
1.300000,8.000000,0.331140,0.309245
1.300000,10.000000,0.360673,0.404922
1.300000,15.000000,0.473223,0.665402
1.300000,20.000000,0.645943,0.941782
1.500000,0.000000,0.217440,0.000000
1.500000,2.000000,0.219910,0.066945
1.500000,4.000000,0.227962,0.142884
1.500000,6.000000,0.242503,0.227065
1.500000,8.000000,0.264357,0.318631
1.500000,10.000000,0.294258,0.416633
1.500000,15.000000,0.408081,0.682856
1.500000,20.000000,0.582570,0.964848
1.750000,0.000000,0.173576,0.000000
1.750000,2.000000,0.176073,0.068475
1.750000,4.000000,0.184205,0.145944
1.750000,6.000000,0.198879,0.231650
1.750000,8.000000,0.220920,0.324735
1.750000,10.000000,0.251060,0.424250
1.750000,15.000000,0.365711,0.694209
1.750000,20.000000,0.541352,0.979850
2.000000,0.000000,0.146755,0.000000
2.000000,2.000000,0.149269,0.069411
2.000000,4.000000,0.157450,0.147815
2.000000,6.000000,0.172206,0.234453
2.000000,8.000000,0.194361,0.328468
2.000000,10.000000,0.224647,0.428907
2.000000,15.000000,0.339805,0.701151
2.000000,20.000000,0.516149,0.989023
2.500000,0.000000,0.114240,0.000000
2.500000,2.000000,0.116773,0.070546
2.500000,4.000000,0.125014,0.150083
2.500000,6.000000,0.139868,0.237852
2.500000,8.000000,0.162162,0.332993
2.500000,10.000000,0.192626,0.434554
2.500000,15.000000,0.308397,0.709566
2.500000,20.000000,0.485594,1.000144
3.000000,0.000000,0.094575,0.000000
3.000000,2.000000,0.097120,0.071232
3.000000,4.000000,0.105397,0.151455
3.000000,6.000000,0.120311,0.239908
3.000000,8.000000,0.142688,0.335730
3.000000,10.000000,0.173259,0.437968
3.000000,15.000000,0.289403,0.714656
3.000000,20.000000,0.467115,1.006870
3.500000,0.000000,0.081349,0.000000
3.500000,2.000000,0.083903,0.071694
3.500000,4.000000,0.092203,0.152377
3.500000,6.000000,0.107158,0.241290
3.500000,8.000000,0.129591,0.337571
3.500000,10.000000,0.160235,0.440265
3.500000,15.000000,0.276628,0.718079
3.500000,20.000000,0.454687,1.011393
4.000000,0.000000,0.071694,0.000000
4.000000,2.000000,0.074253,0.072031
4.000000,4.000000,0.082572,0.153051
4.000000,6.000000,0.097556,0.242299
4.000000,8.000000,0.120030,0.338915
4.000000,10.000000,0.150727,0.441941
4.000000,15.000000,0.267302,0.720578
4.000000,20.000000,0.445615,1.014696
5.000000,0.000000,0.058232,0.000000
5.000000,2.000000,0.060799,0.072501
5.000000,4.000000,0.069142,0.153990
5.000000,6.000000,0.084167,0.243706
5.000000,8.000000,0.106699,0.340788
5.000000,10.000000,0.137469,0.444279
5.000000,15.000000,0.254298,0.724062
5.000000,20.000000,0.432964,1.019300
6.000000,0.000000,0.049804,0.000000
6.000000,2.000000,0.052377,0.072795
6.000000,4.000000,0.060735,0.154578
6.000000,6.000000,0.075786,0.244587
6.000000,8.000000,0.098353,0.341961
6.000000,10.000000,0.129169,0.445743
6.000000,15.000000,0.246157,0.726244
6.000000,20.000000,0.425045,1.022183
8.000000,0.000000,0.038596,0.000000
8.000000,2.000000,0.041176,0.073186
8.000000,4.000000,0.049554,0.155360
8.000000,6.000000,0.064639,0.245759
8.000000,8.000000,0.087254,0.343521
8.000000,10.000000,0.118131,0.447689
8.000000,15.000000,0.235331,0.729144
8.000000,20.000000,0.414513,1.026016
