# post2-lite aero table v1
# reference_area_m2,10.5209
mach,alpha_deg,cd,cl
5.000000,10.000000,0.162530,0.566891
5.000000,15.000000,0.329502,0.991631
5.000000,20.000000,0.602136,1.474189
6.000000,0.000000,0.054252,0.000000
6.000000,2.000000,0.056998,0.077690
6.000000,4.000000,0.066580,0.174406
6.000000,6.000000,0.084947,0.289205
6.000000,8.000000,0.113941,0.420919
6.000000,10.000000,0.155273,0.568171
6.000000,15.000000,0.322383,0.993539
6.000000,20.000000,0.595212,1.476709
8.000000,0.000000,0.043412,0.000000
8.000000,2.000000,0.046164,0.078068
8.000000,4.000000,0.055766,0.175162
8.000000,6.000000,0.074166,0.290338
8.000000,8.000000,0.103206,0.422427
8.000000,10.000000,0.144597,0.570053
8.000000,15.000000,0.311913,0.996344
8.000000,20.000000,0.585025,1.480417
